filename,wsi_path,error,timestamp,worker_id,start_time,end_time,processing_time
anon_23ee9265-c54f-4356-8719-5a1a19ed62b2.svs,/vol/biomedic3/histopatho/win_share/2023-06-09/anon_23ee9265-c54f-4356-8719-5a1a19ed62b2.svs,"unable to load from file b'/vol/biomedic3/histopatho/win_share/2023-06-09/anon_23ee9265-c54f-4356-8719-5a1a19ed62b2.svs'
  VipsForeignLoad: file ""/vol/biomedic3/histopatho/win_share/2023-06-09/anon_23ee9265-c54f-4356-8719-5a1a19ed62b2.svs"" does not exist
",2025-09-16T04:14:18.555312,ForkPoolWorker-1,2025-09-16T04:14:18.555275,2025-09-16T04:14:18.555312,3.756699152290821e-05
anon_1c02914b-198b-47a5-92c1-530e4e30e88e.svs,/vol/biomedic3/histopatho/win_share/2023-04-04/anon_1c02914b-198b-47a5-92c1-530e4e30e88e.svs,"unable to load from file b'/vol/biomedic3/histopatho/win_share/2023-04-04/anon_1c02914b-198b-47a5-92c1-530e4e30e88e.svs'
  VipsForeignLoad: file ""/vol/biomedic3/histopatho/win_share/2023-04-04/anon_1c02914b-198b-47a5-92c1-530e4e30e88e.svs"" does not exist
",2025-09-16T04:22:44.458626,ForkPoolWorker-2,2025-09-16T04:22:44.452818,2025-09-16T04:22:44.458626,0.005806470988318324
anon_52a40014-3d24-490d-8cf1-d56c9635df28.svs,/vol/biomedic3/histopatho/win_share/2023-05-29/anon_52a40014-3d24-490d-8cf1-d56c9635df28.svs,"unable to load from file b'/vol/biomedic3/histopatho/win_share/2023-05-29/anon_52a40014-3d24-490d-8cf1-d56c9635df28.svs'
  VipsForeignLoad: file ""/vol/biomedic3/histopatho/win_share/2023-05-29/anon_52a40014-3d24-490d-8cf1-d56c9635df28.svs"" does not exist
",2025-09-16T04:22:44.459872,ForkPoolWorker-2,2025-09-16T04:22:44.459798,2025-09-16T04:22:44.459872,7.375399582087994e-05
anon_013c8df0-d699-4880-92e4-949945954614.svs,/vol/biomedic3/histopatho/win_share/2023-05-29/anon_013c8df0-d699-4880-92e4-949945954614.svs,"unable to load from file b'/vol/biomedic3/histopatho/win_share/2023-05-29/anon_013c8df0-d699-4880-92e4-949945954614.svs'
  VipsForeignLoad: file ""/vol/biomedic3/histopatho/win_share/2023-05-29/anon_013c8df0-d699-4880-92e4-949945954614.svs"" does not exist
",2025-09-16T04:22:44.459991,ForkPoolWorker-2,2025-09-16T04:22:44.459943,2025-09-16T04:22:44.459991,4.8174988478422165e-05
anon_21fbed66-8f0c-4051-9ecb-c4fcd7853687.svs,/vol/biomedic3/histopatho/win_share/2022-12-22/anon_21fbed66-8f0c-4051-9ecb-c4fcd7853687.svs,"unable to load from file b'/vol/biomedic3/histopatho/win_share/2022-12-22/anon_21fbed66-8f0c-4051-9ecb-c4fcd7853687.svs'
  VipsForeignLoad: file ""/vol/biomedic3/histopatho/win_share/2022-12-22/anon_21fbed66-8f0c-4051-9ecb-c4fcd7853687.svs"" does not exist
",2025-09-16T04:22:44.461257,ForkPoolWorker-2,2025-09-16T04:22:44.460053,2025-09-16T04:22:44.461257,0.0012042350135743618
anon_4de12cb8-dcba-4ecb-b5a2-46136b64fd50.svs,/vol/biomedic3/histopatho/win_share/2022-12-22/anon_4de12cb8-dcba-4ecb-b5a2-46136b64fd50.svs,"unable to load from file b'/vol/biomedic3/histopatho/win_share/2022-12-22/anon_4de12cb8-dcba-4ecb-b5a2-46136b64fd50.svs'
  VipsForeignLoad: file ""/vol/biomedic3/histopatho/win_share/2022-12-22/anon_4de12cb8-dcba-4ecb-b5a2-46136b64fd50.svs"" does not exist
",2025-09-16T04:22:44.461525,ForkPoolWorker-2,2025-09-16T04:22:44.461468,2025-09-16T04:22:44.461525,5.672406405210495e-05
anon_699723c5-9335-4552-93df-bc5e290f693d.svs,/vol/biomedic3/histopatho/win_share/2022-12-22/anon_699723c5-9335-4552-93df-bc5e290f693d.svs,"unable to load from file b'/vol/biomedic3/histopatho/win_share/2022-12-22/anon_699723c5-9335-4552-93df-bc5e290f693d.svs'
  VipsForeignLoad: file ""/vol/biomedic3/histopatho/win_share/2022-12-22/anon_699723c5-9335-4552-93df-bc5e290f693d.svs"" does not exist
",2025-09-16T04:22:44.461634,ForkPoolWorker-2,2025-09-16T04:22:44.461589,2025-09-16T04:22:44.461634,4.509603604674339e-05
anon_246a88de-dc77-44ac-96df-4e47bcf9b42e.svs,/vol/biomedic3/histopatho/win_share/2022-12-28/anon_246a88de-dc77-44ac-96df-4e47bcf9b42e.svs,"unable to load from file b'/vol/biomedic3/histopatho/win_share/2022-12-28/anon_246a88de-dc77-44ac-96df-4e47bcf9b42e.svs'
  VipsForeignLoad: file ""/vol/biomedic3/histopatho/win_share/2022-12-28/anon_246a88de-dc77-44ac-96df-4e47bcf9b42e.svs"" does not exist
",2025-09-16T04:30:34.478160,ForkPoolWorker-1,2025-09-16T04:30:34.449365,2025-09-16T04:30:34.478160,0.02879268815740943
anon_1461269b-9338-4a43-a255-2bb73dee974e.svs,/vol/biomedic3/histopatho/win_share/2023-05-12/anon_1461269b-9338-4a43-a255-2bb73dee974e.svs,"unable to load from file b'/vol/biomedic3/histopatho/win_share/2023-05-12/anon_1461269b-9338-4a43-a255-2bb73dee974e.svs'
  VipsForeignLoad: file ""/vol/biomedic3/histopatho/win_share/2023-05-12/anon_1461269b-9338-4a43-a255-2bb73dee974e.svs"" does not exist
",2025-09-16T04:30:34.480105,ForkPoolWorker-1,2025-09-16T04:30:34.478691,2025-09-16T04:30:34.480105,0.0014130771160125732
anon_1ea0a7e0-9ead-4735-bd9a-c2c93329c018.svs,/vol/biomedic3/histopatho/win_share/2023-05-12/anon_1ea0a7e0-9ead-4735-bd9a-c2c93329c018.svs,"unable to load from file b'/vol/biomedic3/histopatho/win_share/2023-05-12/anon_1ea0a7e0-9ead-4735-bd9a-c2c93329c018.svs'
  VipsForeignLoad: file ""/vol/biomedic3/histopatho/win_share/2023-05-12/anon_1ea0a7e0-9ead-4735-bd9a-c2c93329c018.svs"" does not exist
",2025-09-16T04:30:34.480603,ForkPoolWorker-1,2025-09-16T04:30:34.480406,2025-09-16T04:30:34.480603,0.00019727717153728008
anon_396cd0c5-99c1-4a67-92ed-bea46cc3784a.svs,/vol/biomedic3/histopatho/win_share/2023-04-04/anon_396cd0c5-99c1-4a67-92ed-bea46cc3784a.svs,"unable to load from file b'/vol/biomedic3/histopatho/win_share/2023-04-04/anon_396cd0c5-99c1-4a67-92ed-bea46cc3784a.svs'
  VipsForeignLoad: file ""/vol/biomedic3/histopatho/win_share/2023-04-04/anon_396cd0c5-99c1-4a67-92ed-bea46cc3784a.svs"" does not exist
",2025-09-16T04:33:11.361911,ForkPoolWorker-2,2025-09-16T04:33:11.361722,2025-09-16T04:33:11.361911,0.00018860981799662113
anon_3af6dfb2-d46b-4c22-b19e-cfd7318ec418.svs,/vol/biomedic3/histopatho/win_share/2023-08-14/anon_3af6dfb2-d46b-4c22-b19e-cfd7318ec418.svs,"unable to load from file b'/vol/biomedic3/histopatho/win_share/2023-08-14/anon_3af6dfb2-d46b-4c22-b19e-cfd7318ec418.svs'
  VipsForeignLoad: file ""/vol/biomedic3/histopatho/win_share/2023-08-14/anon_3af6dfb2-d46b-4c22-b19e-cfd7318ec418.svs"" does not exist
",2025-09-16T04:33:11.373883,ForkPoolWorker-2,2025-09-16T04:33:11.362024,2025-09-16T04:33:11.373883,0.011858238838613033
anon_0e17845a-2c5b-4127-ae8c-8355cd6f357f.svs,/vol/biomedic3/histopatho/win_share/2023-02-10/anon_0e17845a-2c5b-4127-ae8c-8355cd6f357f.svs,"unable to load from file b'/vol/biomedic3/histopatho/win_share/2023-02-10/anon_0e17845a-2c5b-4127-ae8c-8355cd6f357f.svs'
  VipsForeignLoad: file ""/vol/biomedic3/histopatho/win_share/2023-02-10/anon_0e17845a-2c5b-4127-ae8c-8355cd6f357f.svs"" does not exist
",2025-09-16T04:33:11.396211,ForkPoolWorker-2,2025-09-16T04:33:11.374186,2025-09-16T04:33:11.396211,0.022021676180884242
anon_0d19d94b-827e-49cd-833e-92910aca8510.svs,/vol/biomedic3/histopatho/win_share/2023-03-31/anon_0d19d94b-827e-49cd-833e-92910aca8510.svs,"unable to load from file b'/vol/biomedic3/histopatho/win_share/2023-03-31/anon_0d19d94b-827e-49cd-833e-92910aca8510.svs'
  VipsForeignLoad: file ""/vol/biomedic3/histopatho/win_share/2023-03-31/anon_0d19d94b-827e-49cd-833e-92910aca8510.svs"" does not exist
",2025-09-16T04:36:50.287229,ForkPoolWorker-1,2025-09-16T04:36:50.269872,2025-09-16T04:36:50.287229,0.017354211071506143
anon_d1c63fcc-cdc7-4f4a-b1c1-2b9258739dad.svs,/vol/biomedic3/histopatho/win_share/2023-03-14/anon_d1c63fcc-cdc7-4f4a-b1c1-2b9258739dad.svs,"unable to load from file b'/vol/biomedic3/histopatho/win_share/2023-03-14/anon_d1c63fcc-cdc7-4f4a-b1c1-2b9258739dad.svs'
  VipsForeignLoad: file ""/vol/biomedic3/histopatho/win_share/2023-03-14/anon_d1c63fcc-cdc7-4f4a-b1c1-2b9258739dad.svs"" does not exist
",2025-09-16T05:17:12.156185,ForkPoolWorker-2,2025-09-16T05:17:12.138159,2025-09-16T05:17:12.156185,0.018023604061454535
anon_f93ac9d2-b676-4a2b-b768-f4c3ae84f4b8.svs,/vol/biomedic3/histopatho/win_share/2023-03-14/anon_f93ac9d2-b676-4a2b-b768-f4c3ae84f4b8.svs,"unable to load from file b'/vol/biomedic3/histopatho/win_share/2023-03-14/anon_f93ac9d2-b676-4a2b-b768-f4c3ae84f4b8.svs'
  VipsForeignLoad: file ""/vol/biomedic3/histopatho/win_share/2023-03-14/anon_f93ac9d2-b676-4a2b-b768-f4c3ae84f4b8.svs"" does not exist
",2025-09-16T05:29:20.928624,ForkPoolWorker-2,2025-09-16T05:29:20.928515,2025-09-16T05:29:20.928624,0.00010930607095360756
anon_50e13a2e-8fba-4734-99a4-b52701038d1a.svs,/vol/biomedic3/histopatho/win_share/2023-03-31/anon_50e13a2e-8fba-4734-99a4-b52701038d1a.svs,"unable to load from file b'/vol/biomedic3/histopatho/win_share/2023-03-31/anon_50e13a2e-8fba-4734-99a4-b52701038d1a.svs'
  VipsForeignLoad: file ""/vol/biomedic3/histopatho/win_share/2023-03-31/anon_50e13a2e-8fba-4734-99a4-b52701038d1a.svs"" does not exist
",2025-09-16T06:02:35.222020,ForkPoolWorker-2,2025-09-16T06:02:35.221853,2025-09-16T06:02:35.222020,0.00016737799160182476
anon_4b37e3c5-4ed5-41f1-8c8a-373fe3298963.svs,/vol/biomedic3/histopatho/win_share/2023-03-31/anon_4b37e3c5-4ed5-41f1-8c8a-373fe3298963.svs,"unable to load from file b'/vol/biomedic3/histopatho/win_share/2023-03-31/anon_4b37e3c5-4ed5-41f1-8c8a-373fe3298963.svs'
  VipsForeignLoad: file ""/vol/biomedic3/histopatho/win_share/2023-03-31/anon_4b37e3c5-4ed5-41f1-8c8a-373fe3298963.svs"" does not exist
",2025-09-16T06:02:35.222154,ForkPoolWorker-2,2025-09-16T06:02:35.222112,2025-09-16T06:02:35.222154,4.164618439972401e-05
anon_3afec0a8-4f15-467f-800c-173104f551b2.svs,/vol/biomedic3/histopatho/win_share/2023-04-05/anon_3afec0a8-4f15-467f-800c-173104f551b2.svs,"unable to load from file b'/vol/biomedic3/histopatho/win_share/2023-04-05/anon_3afec0a8-4f15-467f-800c-173104f551b2.svs'
  VipsForeignLoad: file ""/vol/biomedic3/histopatho/win_share/2023-04-05/anon_3afec0a8-4f15-467f-800c-173104f551b2.svs"" does not exist
",2025-09-16T07:34:53.554380,ForkPoolWorker-1,2025-09-16T07:34:53.494744,2025-09-16T07:34:53.554380,0.059634142089635134
anon_03d5c482-fba4-4e37-bc9c-7c0b0d059a76.svs,/vol/biomedic3/histopatho/win_share/2023-04-29/anon_03d5c482-fba4-4e37-bc9c-7c0b0d059a76.svs,"unable to load from file b'/vol/biomedic3/histopatho/win_share/2023-04-29/anon_03d5c482-fba4-4e37-bc9c-7c0b0d059a76.svs'
  VipsForeignLoad: file ""/vol/biomedic3/histopatho/win_share/2023-04-29/anon_03d5c482-fba4-4e37-bc9c-7c0b0d059a76.svs"" does not exist
",2025-09-16T08:35:18.779945,ForkPoolWorker-1,2025-09-16T08:35:18.768703,2025-09-16T08:35:18.779945,0.011241096071898937
anon_5f74b0a5-0c82-4329-b441-bb5144fa4f45.svs,/vol/biomedic3/histopatho/win_share/2023-04-29/anon_5f74b0a5-0c82-4329-b441-bb5144fa4f45.svs,"unable to load from file b'/vol/biomedic3/histopatho/win_share/2023-04-29/anon_5f74b0a5-0c82-4329-b441-bb5144fa4f45.svs'
  VipsForeignLoad: file ""/vol/biomedic3/histopatho/win_share/2023-04-29/anon_5f74b0a5-0c82-4329-b441-bb5144fa4f45.svs"" does not exist
",2025-09-16T08:35:18.780324,ForkPoolWorker-1,2025-09-16T08:35:18.780185,2025-09-16T08:35:18.780324,0.0001392450649291277
anon_7da799c1-f3c0-4995-8a86-bba15a1ec8ab.svs,/vol/biomedic3/histopatho/win_share/2023-05-22/anon_7da799c1-f3c0-4995-8a86-bba15a1ec8ab.svs,"unable to load from file b'/vol/biomedic3/histopatho/win_share/2023-05-22/anon_7da799c1-f3c0-4995-8a86-bba15a1ec8ab.svs'
  VipsForeignLoad: file ""/vol/biomedic3/histopatho/win_share/2023-05-22/anon_7da799c1-f3c0-4995-8a86-bba15a1ec8ab.svs"" does not exist
",2025-09-16T10:41:49.164296,ForkPoolWorker-2,2025-09-16T10:41:49.137972,2025-09-16T10:41:49.164296,0.026322943158447742
anon_cfd6e37f-6dbd-4f84-896e-38c6bd0db815.svs,/vol/biomedic3/histopatho/win_share/2023-05-29/anon_cfd6e37f-6dbd-4f84-896e-38c6bd0db815.svs,"unable to load from file b'/vol/biomedic3/histopatho/win_share/2023-05-29/anon_cfd6e37f-6dbd-4f84-896e-38c6bd0db815.svs'
  VipsForeignLoad: file ""/vol/biomedic3/histopatho/win_share/2023-05-29/anon_cfd6e37f-6dbd-4f84-896e-38c6bd0db815.svs"" does not exist
",2025-09-16T12:14:53.440751,ForkPoolWorker-2,2025-09-16T12:14:53.429032,2025-09-16T12:14:53.440751,0.011715998873114586
